,2,4,6,8
1000,0.5555555555555556,0.4166666666666667,1.0,1.0
2000,0.2777777777777778,0.2631578947368421,0.8695652173913042,1.0
4000,0.23255813953488375,0.930232558139535,0.576923076923077,0.8974358974358975
6000,0.25862068965517243,0.625,0.8955223880597015,1.0
8000,0.15748031496062992,0.4918032786885245,0.8247422680412371,0.888888888888889
10000,0.11627906976744184,0.6722689075630253,0.7894736842105262,0.8558558558558559
20000,0.14035087719298248,0.38461538461538464,0.7142857142857143,0.9318181818181819
