,2,4,6,8
10000,0.09,0.3,0.5,0.2
1000,0.2,0.042,0.001,0.001
20000,0.029,0.2,0.3,0.5
2000,0.054,0.085,0.022,0.001
4000,0.05,0.3,0.3,0.009
6000,0.074,0.3,0.4,0.2
8000,0.09,0.3,0.4,0.3
