,2,4,6,8
10000,0.1014957264957265,0.6944444444444444,0.8849557522123893,0.945945945945946
1000,0.1075268817204301,0.5555555555555556,1.0,1.0
20000,0.0977198697068404,0.5238095238095238,0.7826086956521738,0.9677419354838709
2000,0.1092896174863388,0.09569377990430622,0.8,1.0
4000,0.11551155115511551,0.888888888888889,0.7142857142857142,0.9756097560975611
6000,0.12295081967213115,0.7258064516129032,0.8571428571428573,1.0
8000,0.12195121951219513,0.625,0.8252427184466018,0.9883720930232559
