,2,4,6,8
10000,1.0,1.0,1.0,1.0
1000,1.0,1.0,1.0,1.0
20000,1.0,1.0,1.0,1.0
2000,1.0,1.0,1.0,1.0
4000,1.0,1.0,1.0,1.0
6000,1.0,1.0,1.0,1.0
8000,1.0,0.9986684420772304,1.0,1.0
