,2,4,6,8
1000,0.17073170731707316,0.17964071856287425,0.2395209580838323,0.21008403361344535
2000,0.10858324715615307,0.12457531143827859,0.12254901960784313,0.15254237288135594
4000,0.13513513513513514,0.10256410256410256,0.12675116744496331,0.10126582278481013
6000,0.09742790335151988,0.09776039815143975,0.11494252873563218,0.11392405063291139
8000,0.10919920582395765,0.10215249908792412,0.11333771353482261,0.09615384615384615
10000,0.09639048400328137,0.0972114209532274,0.09824198552223373,0.09742976688583382
20000,0.09639048400328137,0.09894079973725263,0.09971611071682043,0.1120013080444735
