,2,4,6,8
1000,0.5,0.5,0.5,0.5
2000,0.5,0.5,0.5,0.5
4000,0.5,0.5,0.5,0.5
6000,0.5,0.5,0.5,0.5
8000,0.5,0.5,0.5,0.5
10000,0.5,0.5,0.5,0.5
20000,0.5,0.5,0.5,0.5
